id;local_name;en_wiki_mainaffiliation;en_wiki_subaffiliations;en_wiki_age;en_wiki_aliases;en_wiki_bounty;en_wiki_dfname;en_wiki_dftype;en_wiki_first;en_wiki_height;en_wiki_occupation_actuelle;en_wiki_autres_occupations;en_wiki_origin;en_wiki_status;fr_wiki_page_title;fr_wiki_image_url;fr_wiki_match_status;fr_wiki_match_via;fr_wiki_A;fr_wiki_acteur;fr_wiki_affiliation;fr_wiki_âge;fr_wiki_alias;fr_wiki_ancien_nomf;fr_wiki_capitaine;fr_wiki_Chapitres;fr_wiki_cp9clé;fr_wiki_Date;fr_wiki_df2nom;fr_wiki_df2nomf;fr_wiki_df2signifiant;fr_wiki_df2type;fr_wiki_dfnom;fr_wiki_dfnomf;fr_wiki_dftype;fr_wiki_doriki;fr_wiki_Ending;fr_wiki_épithète;fr_wiki_Format;fr_wiki_groupe_sanguin;fr_wiki_lieuvie;fr_wiki_naissance;fr_wiki_navire;fr_wiki_nom;fr_wiki_Nom;fr_wiki_nom_réel;fr_wiki_nomf;fr_wiki_Nomf;fr_wiki_nomj;fr_wiki_Nomj;fr_wiki_nomr;fr_wiki_Nomr;fr_wiki_numgladiateur;fr_wiki_numzombie;fr_wiki_occupation;fr_wiki_Opening;fr_wiki_origine;fr_wiki_P;fr_wiki_particularités;fr_wiki_Piece;fr_wiki_poids;fr_wiki_premiere;fr_wiki_première;fr_wiki_prime;fr_wiki_Saison;fr_wiki_SaisonKHV;fr_wiki_signe_astrologique;fr_wiki_signifiant;fr_wiki_statut;fr_wiki_taille;fr_wiki_titre;fr_wiki_Tomes;fr_wiki_vf;fr_wiki_vo
issho;Issho;Marines;Aucune;54;"Fujitora,literally meaning 'Wisteria Tiger,Issho";"3,000,000,000";Zushi Zushi no Mi;Paramecia;"Chapter 701; Episode 630";270 cm;Admiral;"Guard Captain; Bodyguard";Aoi Kingdom;Alive;Issho;https://static.wikia.nocookie.net/onepiece/images/e/e8/Issho_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Issho;;;Marines;54 ans;;;;;;;;;;;Zushi Zushi no Mi;Inconnu;Paramecia;;;"""Fujitora"" (紫虎, Fujitora, signifiant littéralement ""Tigre Violet"")";;S;;10 Août;;Issho;;;Issho;;イッショウ;;Isshō;;;;Amiral Chef militaire Garde du corps;;Grand Line;;;;;;"Chapitre 701 ; Épisode 630";"(3,000,000,000)";;;;Son de pas lourds dans le sol;Vivant;2m70;;;;
izou;Izou;Whitebeard Pirates;"Kouzuki Family,Ninja-Pirate-Mink-Samurai Alliance";45;Izo;"510,000,000";;;"Chapter 553; Episode 461";192 cm;16th Division Commander;"Samurai; Retainer of the Kouzuki Family";Wano Country;Deceased;Izou;https://static.wikia.nocookie.net/onepiece/images/8/83/Izou_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Izou;;-;L'Équipage de Barbe BlancheFamille KozukiAlliance des Ninjas-Pirates-Minks-Samouraïs Neuf Fourreaux Rouges;43 ans (avant ellipse)45 ans (après ellipse);;;;;;;;;;;;;;;;;;X;Pays des Wa (Kuri) Moby Dick;13 Octobre;;Izou;;;Izou;;イゾウ;;Izō;;;;Commandant de la 16ème Division de L'Équipage de Barbe BlancheTireur d'ÉliteVassaux de la Famille Kozuki;;Pays des Wa (Ringo);;;;;;"Chapitre 553 ; Épisode 461";510.000.000;;;;;Décédé;1m92;;;;
jack;Jack;Beasts Pirates;Aucune;28;"Jack the Drought,Kangai no Jakku,Jakku";"1,000,000,000";"Zou Zou no Mi, Model: Mammoth";Ancient Zoan;"Chapter 801; Episode 746";830 cm;All-Star;"Captain of the Mammoth; De Facto Ruler of Kuri";Grand Line;Alive;Jack;https://static.wikia.nocookie.net/onepiece/images/3/3f/Jack_Anime_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Jack;;;Équipage des cent bêtes;28 ans;;;;;;;;;;;"Zo Zo no Mi, modèle Mammouth";"Fruit du Pachyderme, modèle Mammouth";Zoan Antique;;;"""Jack la Sécheresse"" (旱害のジャック, Kangai no Jakku)";;F (B);Pays des Wa;28 Septembre;;Jack;;;Jack;;ジャック;;Jakku;;;;PirateCapitaine du MammouthCalamité;;Grand Line;;;;;;"Chapitre 801 ; Épisode 746";"1,000,000,000";;;Balance;Pachyderme modèle Mammouth;Vivant;8m30;;;;
jesus-burgess;Jesus Burgess;Blackbeard Pirates;Aucune;29;"Mr. Store,Mr.,Misuta Sutoa,Champion,Chanpion,Jizasu Bajesu";"20,000,000";Riki Riki no Mi;Paramecia;"Chapter 222; Episode 146";355 cm;Titanic Captain (Captain of the First Ship);Helmsman;Grand Line;Alive;Jesus Burgess;https://static.wikia.nocookie.net/onepiece/images/7/7d/Jesus_Burgess_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Jesus_Burgess;;;L'Équipage de Barbe Noire;27 ans (avant l'ellipse)29 ans (après l'ellipse);"""Mr. Store"" (Mr.（ミスター）ストア, Misutā Sutoa?)";;;;;;;;;;Riki Riki no Mi;Fruit de la Force;Paramecia;;;"""Champion"" (チャンピオン, Chanpion)";;F;;25 Décembre;;Jesus Burgess;;;Jesus Burgess;;ジーザス･バージェス;;Jīzasu Bājesu;;;;Timonier de L'Équipage de Barbe NoireCommandant de la 1ère flotte de L'Équipage de Barbe Noire;;Grand Line;;;;;;"Chapitre 222 ; Épisode 146";Au moins 20.000.000;;;;Force;Vivant;3m55;;;;
jewelry-bonney;Jewelry Bonney;Bonney Pirates;Aucune;12;"Conney,Koni,Big Eater,O-Gurai,English versions: 'Glutton,Jueri Boni";"320,000,000";Toshi Toshi no Mi;Paramecia;"Chapter 498; Episode 392";174 cm;Pirate Captain;Princess;Mary Geoise;Alive;Jewelry Bonney;https://static.wikia.nocookie.net/onepiece/images/5/5e/Jewelry_Bonney_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Jewelry_Bonney;;;L'Équipage de Bonney Onze Supernovae;"10 ans (avant ellipse)12 ans (après ellipse)22 ans (estimation, début)24 ans (estimation, après ellipse)";"""Conney"" (コニー, Konī) (Infiltration)";;;;;;;;;;Toshi Toshi no Mi;Fruit de l'Âge;Paramecia;;;"""La Gloutonne"" (大喰らい, Ō Gurai)";;F;Royaume de Sorbet;1er Septembre;;Jewelry Bonney;;;Jewelry Bonney;;ジュエリー・ボニー;;Juerī Bonī;;;;Capitaine Pirate;;South Blue;;;;;;"Chapitre 498 ; Épisode 392";320 000 000140 000 000;;;Vierge;"Âge, Année";Vivante;1m74 (début);;;;
jinbe;Jinbe;Straw Hat Pirates;"Straw Hat Grand Fleet,Sun Pirates,Ally of the Big Mom Pirates,Seven Warlords of the Sea,Ryugu Kingdom,Impel Down,Ninja-Pirate-Mink-Samurai Alliance ";46;"Knight of the Sea' Jinbe,Kaikyo no Jinbe,English versions: 'First Son of the Sea,Boss Jinbe,Jinbe Oyabun,Jinbe";"1,100,000,000";;;"Chapter 528; Episode 430";301 cm;Pirate;"Helmsman; Senior Officer; Captain; Warlord of the Sea; Soldier; Prisoner of the Great Prison";Ryugu Kingdom;Alive;Jinbe;https://static.wikia.nocookie.net/onepiece/images/8/81/Jinbe_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Jinbe;;;Équipage de Chapeau de PailleÉquipage des Pirates du Soleil Allié de L'Équipage de Big Mom Grand Corsaire Royaume Ryugu (résigné);44 ans (avant ellipse)46 ans (après ellipse);;JinbeiJimbei;;;;;;;;;;;;;;"Jinbe ""Le Paladin des Mers"" (海侠のジンベエ Kaikyō no Jinbē) ; Jinbei ""Le Preux"" (ancienne édition)";;F;;2 Avril;;Jinbe;;;Jinbe;;ジンベエ;;Jinbē;;;;"Pirate; TimonierCapitaine Corsaire Second Soldat (résigné)";;Île des Hommes-Poissons (Royaume Ryugu);;;;;;"Chapitre 528 ; Épisode 430";"1.100.000.000438,000,000250.000.00076.000.000";;;Bélier;;Vivant;3m01;;;Sylvain Lemarié(430-573 + ES 4)Michel de Warzée (789+);Daisuke Gōri(Épisode 430 à 432)Katsuhisa Hōki(440 à aujourd'hui)
johnny;Johnny;Yosaku;Roronoa Zoro's band;25;Joni;;;;"Chapter 42; Episode 19";186 cm;Bounty Hunter;Fisherman;East Blue;Alive;Johnny;https://static.wikia.nocookie.net/onepiece/images/f/ff/Johnny_Manga_Post_Ellipse_Infobox.png/revision/latest;ok;candidate:Johnny;;;Yosaku;23 (avant l'ellipse)25 (après l'ellipse);;;;;;;;;;;;;;;;;;F;;12 Novembre;;Johnny;;;Johnny;;ジョニー;;Jonī;;;;Chasseurs de Primes;;East Blue;;;;;;"Chapitre 42 ; Épisode 19";;;;;;Vivant;1m86;;;;
jora;Jora;Donquixote Pirates;Aucune;61;Jora;;Ato Ato no Mi;Paramecia;"Chapter 682; Episode 608";221 cm;Pirate Officer;;North Blue;Alive;Jora;https://static.wikia.nocookie.net/onepiece/images/d/d4/Jora_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Jora;;;Équipage de Don Quijote;61 ans;;;;;;;;;;;Ato Ato no Mi;Fruit de l'Art;Paramecia;;;;;S (O);Spider Miles Dressrosa;25 janvier;;Jora;;;Jora;;ジョーラ;;Jōra;;;;Pirate et Assassin;;North Blue;;;;;;"Chapitre 682 ; Épisode 608";;;;;Art;;2m21;;;;
joz;Joz;Whitebeard Pirates;Aucune;42;"Diamond' Jozu,Daiyamondo Jozu,Jozu";Unknown;Kira Kira no Mi;Paramecia;"Chapter 234; Episode 151";503 cm;Pirate;3rd Division Commander;West Blue;Alive;Joz;https://static.wikia.nocookie.net/onepiece/images/f/f6/Joz_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Joz;;;L'Équipage de Barbe Blanche;40 ans (au début) 42 ans (après ellipse);;Jaws;;;;;;;;;Kira Kira no Mi;Inconnu;Paramecia;;;"""Diamant"" Joz (ダイヤモンド・ジョズ, Daiyamondo Jozu)";;X;;11 Novembre;;Joz;;;Joz;;ジョズ;;Jozu;;;;"Commandant de la 3e Division, Pirate";;West Blue;;;;;;"Chapitre 234 ; Épisode 151Chapitre 0 ; Épisode 0";Inconnue;;;;Scintillement;Vivant;5m03;;;;
kaidou;Kaidou;Beasts Pirates;"Rocks Pirates,Four Emperors";59;"Kaidou of the Beasts,Hyakuju no Kaido,English versions: 'Kaido,King of the Beasts,The Strongest Creature,Saikyo no Seibutsu,Wise King,Myoo,English versions: 'Deity,Kaido";"4,611,100,000";"Uo Uo no Mi, Model: Seiryu";Mythical Zoan;"Chapter 795; Episode 736";710 cm;Governor-General;"Emperor; Soldier; Apprentice";Grand Line;Unknown;Kaidou;https://static.wikia.nocookie.net/onepiece/images/2/2d/Kaidou_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Kaidou;;;L'Équipage de Rocks L'Équipage aux Cent Bêtes Quatre Empereurs Pays des Wa Onigashima;59 ans;;;;;;;;;;;"Uo Uo no Mi, modèle Seiryu";"Fruit du poisson version ""Dragon Azur""";Zoan Mythique;;;"""Kaidou aux Cent Bêtes"" (百獣のカイドウ, Hyakujū no Kaidō)""La Plus Puissante Créature du Monde"" (この世における最強生物, Kono Yo ni Okeru Saikyō Seibutsu)""Le Roi Sage"" (明王, Myōō)""Le Roi Dragon""";;F;Pays des Wa (Onigashima)Royaume de Vodka;1er Mai;;Kaidou;;;Kaido;;カイドウ;;Kaidō;;;;Pirate Capitaine;;Grand Line;;;;;;"Chapitre 795 ; Épisode 739";4.611.100.00070.000.000;;;Taureau;Poisson;Inconnu;7m10;;;;
karasu;Karasu;Revolutionary Army;North Army;47;Karasu;"400,000,000";Susu Susu no Mi;Logia;"Chapter 593; Episode 510";265 cm;North Army Commander of the Revolutionary Army;;North Blue;Alive;Karasu;https://static.wikia.nocookie.net/onepiece/images/9/9a/Karasu_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Karasu;;;Révolutionnaires;45 ans (avant l'ellipse) 47 ans (après l'ellipse);;;;;;;;;;;Susu Susu no Mi;Fruit de la suie;Logia;;;;;S;Baltigo Kedétrav;18 Septembre;;Karasu;;;Corbeau;;カラス;;Karasu;;;;Commandant de la troupe Septentrionale;;North Blue;;;;;;"Chapitre 593 ; Épisode 510 (corbeau)Chapitre 904 ; Épisode 880";400.000.000;;;Vierge;Suie;Vivant;2m65;;;;
karoo;Karoo;Super Spot-Billed Duck Troops;"Nefertari Vivi, Straw Hat Pirates, Baroque Works";16;Karu;;;;"Chapter 109; Episode 65";150 cm;Pet;"Royal Transport; Captain of the Super Spot-Billed Duck Troops; Pirate";Arabasta Kingdom;Alive;Karoo;https://static.wikia.nocookie.net/onepiece/images/7/76/Karoo_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Karoo;;;AlabastaBaroque Works Équipage du Chapeau de Paille L'Escadron des Super Canards;14 ans (au début)16 ans (après ellipse);;Karoo;;;;;;;;;;;;;;;;F;;8 Novembre;;Kaloo;;;Kaloo;;カルー;;Karū;;;;Animal de compagnieMonture;;Royaume d'Alabasta;;;;;;"Chapitre 109, Épisode 65";;;;;;Vivant;1m50;;;;
killer;Killer;Kid Pirates;"Kurozumi Orochi ,Ninja-Pirate-Mink-Samurai Alliance";27;"Kamazo the Manslayer,Hitokiri Kamazo,'Hitokiri Kamazo,Massacre Soldier,Satsuriku Bujin,'Murder Machine,Kira";"200,000,000";;;"Chapter 498; Episode 392";195 cm;Pirate;"Combatant; Assassin";Kutsukku Island;Unknown;Killer;https://static.wikia.nocookie.net/onepiece/images/b/be/Killer_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Killer;;;L'Équipage de KidOnze Supernovae;25 ans (avant ellipse)27 ans (après ellipse);"""Kamazo l'Assassin"" (人斬り鎌ぞう, Hitokiri Kamazō)";;;;;;;;;;;;;;;"""Le Massacreur"" (殺戮武人, Satsuriku Bujin)";;X;;2 Février;;Killer;;;Killer;;キラー;;Kirā;;;;"Pirates ; Second";;South Blue;;;;;;"Chapitre 498 ; Épisode 392";200 000 000162 000 000;;;;;Inconnu;1m95;;;;
kinemon;Kinemon;Kouzuki Family;"Ninja-Pirate-Mink-Samurai Alliance,Nine Red Scabbards";36;"Foxfire Kin'emon,Kitsune-bi no Kin'emon,Kin'emon";;Fuku Fuku no Mi;Paramecia;"Chapter 656; Episode 580";295 cm;Samurai;"Great Elder of the Shogunate; Retainer of the Kouzuki Family; Leader of the Nine Red Scabbards; Thief";Wano Country;Alive;Kinemon;https://static.wikia.nocookie.net/onepiece/images/4/49/Kinemon_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Kinemon;;;Famille Kozuki Neuf Fourreaux Rouges;36 ans;;;;;;;;;;;Fuku Fuku no Mi;Inconnu;Paramecia;;;"""Kinemon le Renard à la Flamme"" (狐火の錦えもん Kitsune-bi no Kin'emon)";;X;Pays des Wa (Kuri);29 Janvier;;Kinemon;;;Kinémon;;錦 えもん;;Kin'emon;;;;Samouraï Épéiste Doyen du Shogunat;;Pays des Wa;;;;;;"Chapitre 656 ; Épisode 580";;;;Verseau;Vêtements;Vivant;2m95;;;;
koby;Koby;Marines;"Alvida Pirates,SWORD,Marine 153rd Branch";18;"Hero,Eiyu,Kobi";"500,000,000";;;"Chapter 2; Episode 1";167 cm;Marine Captain;"Master Chief Petty Officer (promoted), Chore Boy (promoted); Pirate Ship Caretaker";Satsuruzo Kingdom;Alive;Koby;https://static.wikia.nocookie.net/onepiece/images/5/50/Koby_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Koby;;Morgan Davies;L'Équipage d'Alvida MarineSWORD;16 ans (au début)18 ans (après ellipse);;Coby;;;;;;;;;;;;;;;;F;;13 Mai;;Koby;;;Kobby;;コビー;;Kobī;;;;"Capitaine,1ère Classe Pirate Mousse";;East Blue (Royaume de Satsuruzo);;;;;;"Chapitre 2 ; Épisode 1";"★★★★★(500,000,000)";;;;;Vivant;1m67;;;;
kokoro;Kokoro;Tom's Workers;Aucune;72;Kokoro;;;;"Chapter 322; Episode 229";168 cm;Stationmaster;'Lovely' secretary of Tom;Ryugu Kingdom;Alive;Kokoro;https://static.wikia.nocookie.net/onepiece/images/e/e8/Kokoro_Manga_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Kokoro;;;Tom's Workers;70 ans (Avant l'ellipse)72 ans (Après l'ellipse);;Cocoro;;;;;;;;;;;;;;;;S (O);Water Seven (Gare de Shift);5 Octobre;;Kokoro;;;Kokoro;;ココロ;;Kokoro;;;;Conductrice du Puffing TomSecrétaire de charme de Tom;;Île des Hommes-Poissons;;;;;;"Chapitre 322 ; Épisode 229Chapitre 0 ; Épisode 0";;;;;;Vivante;1.68 m;;;;
koza;Koza;Arabasta Kingdom;"Sand-Sand Clan,Rebel Army";22;Koza;;;;"Chapter 163; Episode 93";177 cm;Environmental Minister;"Rebel Army leader; Sand-Sand Clan leader";Arabasta Kingdom;Alive;Koza;https://static.wikia.nocookie.net/onepiece/images/5/5c/Koza_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Koza;;;Alabasta;20 ans (avant l'ellipse) 22 ans (après l'ellipse);;Kohza;;;;;;;;;;;;;;;;X;;26 Mai;;Koza;;;Koza;;コーザ;;Kōza;;;;Ministre royal de l'environnement Chef de l'armée rebelle Chef du Clan des Sables;;Royaume d'Alabasta;;;;;;"Chapitre 163 ; Épisode 93";;;;;;Vivant;1m77;;;;
kozuki-hiyori;Kozuki Hiyori;Kouzuki Family;Ninja-Pirate-Mink-Samurai Alliance;26;"Komurasaki,Kozuki Hiyori";;;;"Chapter 909; Episode 892";170 cm;Oiran;;Moby Dick;Alive;Kozuki Hiyori;https://static.wikia.nocookie.net/onepiece/images/b/b5/Kozuki_Hiyori_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Kozuki_Hiyori;;;Famille Kozuki;26 ans;;;;;;;;;;;;;;;;"""Komurasaki"" (小紫, Komurasaki)";;XF;"Pays des Wa (Kuri, Capitale des Fleurs)";23 Décembre;;Kozuki Hiyori;;;Kozuki Hiyori;;光月日和;;Kōzuki Hiyori;;;;Grande courtisane;;Grand Line (Moby Dick);;L'une des plus belles femmes du monde.;;;;"Chapitre 909 ; Épisode 892";;;;;;Vivante;1m70;;;;
kozuki-momonosuke;Kozuki Momonosuke;Kouzuki Family;Ninja-Pirate-Mink-Samurai Alliance ;8;Kozuki Momonosuke;;"Uo Uo no Mi, Model: Seiryu (Artificial)";Mythical Zoan (Artificial);"Chapter 684; Episode 609";322 cm;Shogun;;Moby Dick;Alive;Kozuki Momonosuke;https://static.wikia.nocookie.net/onepiece/images/5/50/Kozuki_Momonosuke_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Kozuki_Momonosuke;;;Famille Kozuki Alliance des Ninjas-Pirates-Minks-Samouraïs;8 ans (âge réel)28 ans (âge biologique);;;;;;;;;;;Fruit de Kozuki Momonosuke (Fruit Artificiel);Inconnu;Zoan Mythique;;;;;X;Pays des Wa;7 Octobre;;Kozuki Momonosuke;;;Kozuki Momonosuké;;光月モモの助;;Kōzuki Momonosuke;;;;Shogun Samouraï;;Grand Line (sur le Moby Dick);;;;;;"Chapitre 684 ; Épisode 609 Chapitre 657 ; Épisode 582 (mentionné)";;;;;Fruit Artificiel;Vivant;1m10 (enfant)3m22 (adulte);;;;
kureha;Kureha;Sakura Kingdom;Isshi-100;141;"Doctorine,Dokutorinu,Witch,Majo,Master of Doctors,Masuta Obu Isha,Kureha";;;;"Chapter 134; Episode 80";188 cm;Head-Doctor of the Sakura Kingdom;Leader of the Isshi-100;Drum Kingdom;Alive;Kureha;https://static.wikia.nocookie.net/onepiece/images/4/40/Kureha_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Kureha;;Katey Sagal;Royaume des Cerisiers;"139 (avant l'ellipse), 141 (après l'ellipse)";;;;;;;;;;;;;;;;"""Sorcière"" (魔女 Majo)""Dr Kureha"" (Dr. くれは Dokutā Kureha)""Doctorine"" (ドクトリーヌ Dokutorīnu)";;S;Île de Drum;8 Septembre;;Kureha;;;Kureha;;くれは;;Kureha;;;;Docteur;;Grand Line (Île de Drum);;;;;;"Chapitre 134 ; Épisode 80Chapitre 0 ; Épisode 0";;;;Vierge;;Vivante;1m88;;;;
kuromarimo;Kuromarimo;Bliking Pirates ;Drum Kingdom;30;Kuromarimo;;;;"Chapter 131; Episode 79";186 cm;Evil Magistrate (Magistrate);Pirate;Drum Kingdom;Alive;Kuromarimo;https://static.wikia.nocookie.net/onepiece/images/3/3c/Kuromarimo_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Kuromarimo;;Anton David Jeftha;Équipage de Wapol (dissous) Royaume des Cerisiers;28 ans (avant l'ellipse) 30 ans (après l'ellipse);;;;;;;;;;;;;;;;;;;;26 Janvier;;Kuromarimo;;;Kuromarimo;;クロマーリモ;;Kuromārimo;;;;Magistrat Pirate;;Royaume de Drum;;;;;;"Chapitre 131 ; Épisode 79";;;;;;Vivant;1m86;;;;
kuroobi;Kuroobi;Arlong Pirates;Sun Pirates;38;Kuro'obi;"9,000,000";;;"Chapter 69; Episode 31";252 cm;Pirate Officer;;Ryugu Kingdom;Alive;Kuroobi;https://static.wikia.nocookie.net/onepiece/images/1/17/Kuroobi_Anime_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Kuroobi;;Jandre le Roux;Équipage d'ArlongÉquipage des Pirates du Soleil;36 ans (avant l'ellipse)38 ans (après l'ellipse);;;;;;;;;;;;;;;;;;XF;Arlong Park;25 Octobre;;Kuroobi;;;Kuroobi;;クロオビ;;Kuro'obi;;;;Pirate;;Île des hommes-poissons (Royaume Ryugu);;;;;;"Chapitre 69 ; Épisode 31";9.000.000;;;;;;2m52;;;;
kuzan;Kuzan;Blackbeard Pirates;Marines;49;"Aokiji,literally meaning 'Blue Pheasant,Kuzan";;Hie Hie no Mi;Logia;"Chapter 303; Episode 225";298 cm;Titanic Captain (Captain of the Tenth Ship);"Admiral; Vice Admiral";Vespa Kingdom territory;Alive;Kuzan;https://static.wikia.nocookie.net/onepiece/images/8/85/Kuzan_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Kuzan;;;Équipage de Barbe NoireMarines Pègre (assumé);47 ans (avant l'ellipse) 49 ans (après l'ellipse);;;;;;;;;;;Hie Hie no Mi;Fruit du givre;Logia;;;"""Aokiji"" (青（あお）キジ?, litt. ""Faisan Bleu"")";;F;;21 Septembre;;Kuzan;;;Kuzan;;クザン;;Kuzan;;;;Commandant du 10e navire de Barbe Noire.Amiral Vice-Amiral;;South Blue (Royaume Vespa);;;;;;"Chapitre 303 ; Épisode 225Chapitre 0 ; Épisode 0";;;;;Frileux;Vivant;2m98;;;;
kyros;Kyros;Corrida Colosseum;Riku Family;44;"Thunder Soldier of Rage,Ikari no Kaminari Hei,'The Angry Lightning Soldier,The Invincible Gladiator,Kyurosu";Unknown;;;"Chapter 702; Episode 631";298 cm;Gladiator;Riku Royal Army Captain;Dressrosa;Alive;Kyros;https://static.wikia.nocookie.net/onepiece/images/c/c4/Kyros_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Kyros;;;Colisée Corrida Forces Royales Riku;34 ans (biologiquement)44 ans (chronologiquement);;;;;;;;;;;;;;;;"""Le Soldat Fureur Éclair"" ""Le Gardien du Colisée"" ""Roi Des Gladiateur"" ""Monsieur Soldat"" (Rebecca)";;S (O);;22 Septembre;;Kyros;;;Kyros;;キュロス;;Kyurosu;;;;Gladiateur Commandant des Forces Royales Riku Épéiste;;Dressrosa;;;;;;"Chapitre 702 ; Épisode 631 (Soldat Jouet)";Inconnue;;;;;;2m98;;;;
laboon;Laboon;Rumbar Pirates;Crocus;53;Rabun;;;;"Chapter 102; Episode 62";40000 cm;;;West Blue;Alive;Laboon;https://static.wikia.nocookie.net/onepiece/images/8/88/Laboon_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Laboon;;;L'Équipage du Rumbar Crocus;51 ans (avant l'ellipse)53 ans (après l'ellipse);;;;;;;;;;;;;;;;;;F;;16 Septembre;;Laboon;;;Laboon;;ラブーン;;Rabūn;;;;Animal;;West Blue;;;;;;"Chapitre 102 ; Épisode 62Chapitre 0 ; Épisode 0";;;;;;;400m (longueur);;;;
laffitte;Laffitte;Blackbeard Pirates;Aucune;41;"Demon Sheriff,Oni Hoankan,Rafitto";"42,200,000";;;"Chapter 234; Episode 151";340 cm;Titanic Captain (Captain of the Fifth Ship);"Navigator; Sheriff";West Blue;Alive;Laffitte;https://static.wikia.nocookie.net/onepiece/images/c/c2/Laffitte_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Laffitte;;;L'Équipage de Barbe NoireGouvernement Mondial;39 ans (avant l'ellipse)41 ans (après l'ellipse);;;;;;;;;;;;;;;;"""Le Shérif Démoniaque"" (鬼（おに）保（ホ）安（アン）官（カン）, Oni Hoankan?)";;X;Île des Pirates;13 Mars;;Laffitte;;;Laffitte;;ラフィット;;Rafitto;;;;Pirate Navigateur Messager Gardien de la Paix;;West Blue;;;;;;"Chapitre 234 ; Épisode 151";Au moins 42.200.000;;;;;Vivant;3m40;;;;
lao-g;Lao G;Donquixote Pirates;Aucune;70;Rao Ji;"61,000,000";;;"Chapter 682; Episode 608";157 cm;Pirate Officer;;North Blue;Alive;Lao G;https://static.wikia.nocookie.net/onepiece/images/5/52/Lao_G_Anime_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Lao_G;;;Équipage de Don Quijote;70 ans;;;;;;;;;;;;;;;;;;F (B);Spider Miles Dressrosa;7 Octobre;;Lao G;;;Lao G;;ラオG;;Rao G;;;;Pirate;;North Blue;;;;;;"Chapitre 682 ; Épisode 608";61.000.000;;;;;Vivant;1.57 m;;;;
leo;Leo;Tontatta Kingdom;Straw Hat Grand Fleet;25;"Warrior,Senshi,Reo";;Nui Nui no Mi;Paramecia;"Chapter 710; Episode 640";23 cm;Captain of the Fifth Ship of the Straw Hat Grand Fleet;Captain of the Tontatta Pirates;Green Bit;Alive;Léo;https://static.wikia.nocookie.net/onepiece/images/c/c8/L%C3%A9o_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Léo;;;Allié de L'Équipage du Chapeau de PailleNainRoyaume de Tontatta;25 ans;;;;;;;;;;;Nui Nui no Mi;Fruit Machine de Couture;Paramecia;;;;;S (O);Dressrosa;24 Juillet;;Léo;;;Léo;;レオ;;Reo;;;;GuerrierCapitaine de l'armée de TontattaPirate;;Green Bit;;;;;;"Chapitre 710 ; Épisode 640";;;;;"Coudre, Couture";Vivant;23cm;;;;
little-oars-jr;Little Oars Jr.;Little Pirates;Subordinate of the Whitebeard Pirates;72;Ritoru Ozu Junia;"550,000,000";;;"Chapter 554; Episode 463";6000 cm;Pirate Captain;;Grand Line;Unknown;Little Oars Jr.;https://static.wikia.nocookie.net/onepiece/images/b/bc/Little_Oars_Jr._Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Little_Oars_Jr.;;;Subordonné de L'Équipage de Barbe Blanche Little Pirates;70 ans (avant l'ellipse) 72 ans (après l'ellipse);;;;;;;;;;;;;;;;;;F;;12 Février;;Little Oars Jr.;;;Little Oars Jr.;;リトルオーズJr.;;Ritoru Ōzu Junia;;;;Capitaine Pirate;;Grand Line;;;;;;"Chapitre 554 ; Épisode 463";550.000.000;;;;;Inconnu;60m;;;;
